training_symbols,backtest_symbol,interval,history_days,features,num_features,tuning_method,optuna_trials,cv_metric,position_sizing,confidence_threshold,stop_loss,take_profit,scale_pos_weight,best_cv_auc,baseline_test_accuracy,baseline_test_auc,final_test_accuracy,final_test_auc,final_test_f1,accuracy_target_met,initial_capital,final_capital,cumulative_return,sharpe_ratio,sharpe_target_met,max_drawdown,max_dd_target_met,win_rate,num_trades,best_params
"BTC/USD, ETH/USD, SOL/USD, BNB/USD, ADA/USD, XRP/USD",BTC/USD,15m,59,"Return, EMA_10, EMA_20, Volatility_14, Return_Lag_1, Return_Lag_3, RSI_14, MACD_Hist, MACD_Line_Norm",9,Optuna + WalkForwardCV,100,AUC,confidence-based ($200–$2000),0.65,0.02,0.03,13.8493,0.677,0.9501,0.6753,0.7264,0.6409,0.1352,True,100000,100014.03,0.0001,0.225,False,-0.0002,True,1.0,30,"{'n_estimators': 402, 'max_depth': 3, 'learning_rate': 0.01012244376830668, 'subsample': 0.715090643354925, 'colsample_bytree': 0.5124277964598274, 'min_child_weight': 4, 'gamma': 0.4728280612297812, 'reg_alpha': 0.1354153755284604, 'reg_lambda': 0.2042664606918023, 'scale_pos_weight': np.float64(13.849315068493151), 'objective': 'binary:logistic', 'eval_metric': 'auc', 'random_state': 42, 'verbosity': 0}"
